Date,Open,High,Low,Close,Adj Close,Volume
2016-02-17,4089.75,4211.5,4068.25,4196.75,4196.75,291649
2016-02-18,4208.25,4227.5,4144,4155,4155,254579
2016-02-19,4156.25,4175,4120.25,4161,4161,229019
2016-02-22,4155.25,4234,4146.5,4214.75,4214.75,189979
2016-02-23,4207.25,4216.5,4154.5,4159.25,4159.25,227805
2016-02-24,4156.5,4218.5,4084.75,4208.5,4208.5,336253
2016-02-25,4214.5,4247.75,4170.25,4244.25,4244.25,265546
2016-02-26,4243,4293.25,4225,4230,4230,272803
2016-02-29,4225.25,4263.25,4184.5,4201.25,4201.25,250315
2016-03-01,4199.25,4338.75,4180.25,4337.75,4337.75,295763
2016-03-02,4334.5,4357.75,4299.25,4329.25,4329.25,265748
2016-03-03,4326.75,4344.5,4293.5,4320.25,4320.25,202256
2016-03-04,4323,4355,4298,4322.5,4322.5,289076
2016-03-07,4321,4330,4268.75,4300,4300,246815
2016-03-08,4301,4308.75,4251.5,4270.5,4270.5,293547
2016-03-09,4271,4299,4256.75,4294.5,4294.5,238221
2016-03-10,4295.25,4347.5,4229.75,4285,4285,392234
2016-03-11,4287.25,4361.25,4282.5,4352.75,4352.75,156647
2016-03-14,4352.75,4378.25,4340.5,4366,4366,106669
2016-03-15,4364.75,4372,4338,4364.5,4364.5,71625
2016-03-16,4366.25,4416.5,4349,4397.5,4397.5,65619
2016-03-17,4396.75,4422,4369,4402.25,4402.25,51815
2016-03-18,4404.75,4418.25,4394,4414.25,4414.25,240454
2016-03-21,4394.75,4421.25,4376.75,4416.25,4416.25,169724
2016-03-22,4416,4440.5,4383.75,4434.5,4434.5,190219
2016-03-23,4434.75,4441.25,4383.25,4395.5,4395.5,212040
2016-03-24,4395,4401,4365,4397.25,4397.25,196013
2016-03-28,4401.5,4425.75,4381.5,4389.5,4389.5,133720
2016-03-29,4389.75,4463.5,4374,4458.25,4458.25,229527
2016-03-30,4460.75,4510.25,4456.5,4482,4482,222490
2016-03-31,4480.25,4495.5,4462.25,4476.25,4476.25,190526
2016-04-01,4477.75,4529.5,4441.5,4528.5,4528.5,245916
2016-04-04,4526.75,4543.75,4495.25,4500.25,4500.25,189635
2016-04-05,4499.75,4501.5,4456.5,4469.5,4469.5,218944
2016-04-06,4476,4537.75,4467.25,4535,4535,241958
2016-04-07,4533.5,4539.5,4450.75,4470.25,4470.25,260817
2016-04-08,4467.5,4509.75,4451.5,4467.25,4467.25,232565
2016-04-11,4470,4509.75,4446,4451.5,4451.5,243297
2016-04-12,4447,4497.5,4426.5,4490,4490,252487
2016-04-13,4489,4553.75,4486.75,4547.75,4547.75,228380
2016-04-14,4546.5,4563.25,4530.5,4546.25,4546.25,163850
2016-04-15,4548.75,4554.5,4523,4538.5,4538.5,171811
2016-04-18,4518.75,4561.25,4501,4546.5,4546.5,179869
2016-04-19,4545.5,4584.5,4506.75,4526.75,4526.75,256892
2016-04-20,4528.25,4556,4509,4535.75,4535.75,193071
2016-04-21,4533.25,4551.75,4488,4497.75,4497.75,239652
2016-04-22,4488.25,4501.75,4431,4465.75,4465.75,285544
2016-04-25,4477,4479.75,4436,4472.25,4472.25,172474
2016-04-26,4472.25,4489.75,4407,4452.5,4452.5,212776
2016-04-27,4405,4433.75,4372.25,4423.75,4423.75,306378
2016-04-28,4432,4442.25,4346.25,4382,4382,306766
2016-04-29,4383.5,4391.25,4296.75,4331.5,4331.5,402426
2016-05-02,4337,4378.5,4318,4369,4369,221470
2016-05-03,4372,4374.5,4319.5,4334.5,4334.5,270601
2016-05-04,4335.5,4342,4292.25,4309.75,4309.75,235256
2016-05-05,4308.25,4342.5,4292.5,4300.25,4300.25,221674
2016-05-06,4299.25,4333.75,4271,4328.25,4328.25,262686
2016-05-09,4329.75,4356.5,4318,4335.75,4335.75,206931
2016-05-10,4334.75,4398.75,4323.75,4392,4392,204247
2016-05-11,4394.25,4403,4350.75,4351.5,4351.5,208025
2016-05-12,4352.5,4381.75,4305.75,4334.75,4334.75,262049
2016-05-13,4337.25,4360.5,4303.75,4324,4324,249877
2016-05-16,4316,4392,4305.5,4375.25,4375.25,197887
2016-05-17,4372.75,4393.75,4308,4319.5,4319.5,256918
2016-05-18,4321,4359,4301,4332.25,4332.25,305289
2016-05-19,4337.75,4340.75,4280.75,4317.25,4317.25,272694
2016-05-20,4317,4379,4314.5,4362.25,4362.25,244244
2016-05-23,4367.75,4381.5,4348.25,4352.5,4352.5,167178
2016-05-24,4351.5,4448.75,4341.75,4445.25,4445.25,239635
2016-05-25,4445.5,4489.5,4443,4474.75,4474.75,253726
2016-05-26,4473.5,4495.5,4463.5,4492.25,4492.25,163693
2016-05-27,4494,4513.5,4490.25,4510,4510,153739
2016-05-31,4518.25,4528.25,4497.5,4524.25,4524.25,209605
2016-06-01,4522,4537.5,4502.75,4521.5,4521.5,194470
2016-06-02,4520.5,4533,4486.25,4532.25,4532.25,179288
2016-06-03,4530.25,4538.75,4478.75,4509,4509,225458
2016-06-06,4511,4536.5,4504,4525.5,4525.5,164530
2016-06-07,4524.5,4545.5,4511.25,4514.25,4514.25,155623
2016-06-08,4512.5,4530.25,4504,4519,4519,172285
2016-06-09,4518.25,4522.5,4493.5,4512,4512,236706
2016-06-10,4513,4514.25,4446.25,4465.75,4465.75,141333
2016-06-13,4458.75,4461.75,4419.25,4426.25,4426.25,115256
2016-06-14,4419.25,4440.5,4391.75,4425.25,4425.25,94710
2016-06-15,4424,4444,4404.25,4412.75,4412.75,68451
2016-06-16,4409.75,4429,4361,4424.75,4424.75,49749
2016-06-17,4423.25,4439.5,4410,4417.25,4417.25,250757
2016-06-20,4383,4436.75,4383,4390,4390,195423
2016-06-21,4398.5,4415.75,4388.25,4400.25,4400.25,194521
2016-06-22,4397.25,4434,4391,4394.5,4394.5,190665
2016-06-23,4409.75,4479.25,4408,4462.5,4462.5,194791
2016-06-24,4482.75,4494,4234.5,4262.25,4262.25,497350
2016-06-27,4250,4267.75,4167.75,4178,4178,413249
2016-06-28,4176.25,4284.5,4176,4281,4281,258268
2016-06-29,4281.25,4380,4268.25,4362.75,4362.75,260013
2016-06-30,4375,4410.5,4338.5,4407,4407,242965
2016-07-01,4397,4446.25,4386.25,4433.25,4433.25,176656
2016-07-05,4438.75,4451.5,4377.5,4404,4404,200656
2016-07-06,4406,4440.5,4365.75,4439.5,4439.5,253791
2016-07-07,4434.75,4461.25,4427.5,4452.25,4452.25,184871
2016-07-08,4451.75,4523.25,4439.75,4517.25,4517.25,234625
